location,parameter,value,unit,sourcename,coordinates_latitude,coordinates_longitude,date_utc,date_local,city,aqi,aqi_category,health_recommendation,latitude,longitude,district
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660634,2025-05-19T19:13:03.660637,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660642,2025-05-19T19:13:03.660644,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660648,2025-05-19T19:13:03.660649,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660653,2025-05-19T19:13:03.660655,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660658,2025-05-19T19:13:03.660660,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660663,2025-05-19T19:13:03.660665,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660669,2025-05-19T19:13:03.660670,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660674,2025-05-19T19:13:03.660675,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660679,2025-05-19T19:13:03.660680,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
London Downtown,pm25,35.0,µg/m³,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.660684,2025-05-19T19:13:03.660685,London,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",51.51,-0.13,Downtown
