location,parameter,value,unit,sourcename,coordinates_latitude,coordinates_longitude,date_utc,date_local,city,aqi,aqi_category,health_recommendation,latitude,longitude,district
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651381,2025-05-19T19:13:03.651385,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651392,2025-05-19T19:13:03.651394,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651399,2025-05-19T19:13:03.651401,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651405,2025-05-19T19:13:03.651407,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651412,2025-05-19T19:13:03.651414,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651418,2025-05-19T19:13:03.651420,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651425,2025-05-19T19:13:03.651427,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651431,2025-05-19T19:13:03.651433,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651438,2025-05-19T19:13:03.651439,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
Los Angeles Downtown,no2,25.0,ppb,Dummy Data Generator,34.05,-118.24,2025-05-19T23:13:03.651444,2025-05-19T19:13:03.651446,Los Angeles,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",34.05,-118.24,Downtown
