location,parameter,value,unit,sourcename,coordinates_latitude,coordinates_longitude,date_utc,date_local,city,aqi,aqi_category,health_recommendation,latitude,longitude,district
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662209,2025-05-19T19:13:03.662212,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662217,2025-05-19T19:13:03.662218,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662222,2025-05-19T19:13:03.662224,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662227,2025-05-19T19:13:03.662229,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662233,2025-05-19T19:13:03.662234,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662238,2025-05-19T19:13:03.662239,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662243,2025-05-19T19:13:03.662245,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662248,2025-05-19T19:13:03.662250,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662253,2025-05-19T19:13:03.662271,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,o3,45.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-19T23:13:03.662288,2025-05-19T19:13:03.662291,London,42,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
