location,parameter,value,unit,sourcename,coordinates_latitude,coordinates_longitude,date_utc,date_local,city,aqi,aqi_category,health_recommendation,latitude,longitude,district
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485092,2025-05-19T22:16:15.485100,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485109,2025-05-19T22:16:15.485112,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485119,2025-05-19T22:16:15.485120,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485127,2025-05-19T22:16:15.485128,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485134,2025-05-19T22:16:15.485136,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485142,2025-05-19T22:16:15.485143,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485149,2025-05-19T22:16:15.485151,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485157,2025-05-19T22:16:15.485159,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485165,2025-05-19T22:16:15.485167,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
Los Angeles Downtown,pm25,35.0,µg/m³,Dummy Data Generator,34.05,-118.24,2025-05-20T02:16:15.485172,2025-05-19T22:16:15.485174,Los Angeles,99,Moderate,"Air quality is acceptable. However, there may be a risk for some people, particularly those who are unusually sensitive to air pollution.",34.05,-118.24,Downtown
