location,parameter,value,unit,sourcename,coordinates_latitude,coordinates_longitude,date_utc,date_local,city,aqi,aqi_category,health_recommendation,latitude,longitude,district
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505319,2025-05-19T22:16:15.505324,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505371,2025-05-19T22:16:15.505379,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505389,2025-05-19T22:16:15.505391,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505398,2025-05-19T22:16:15.505400,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505407,2025-05-19T22:16:15.505409,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505415,2025-05-19T22:16:15.505417,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505423,2025-05-19T22:16:15.505425,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505431,2025-05-19T22:16:15.505433,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505439,2025-05-19T22:16:15.505441,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
London Downtown,no2,25.0,ppb,Dummy Data Generator,51.51,-0.13,2025-05-20T02:16:15.505447,2025-05-19T22:16:15.505449,London,24,Good,"Air quality is satisfactory, and air pollution poses little or no risk.",51.51,-0.13,Downtown
